Time,n_RoW,psi_o_RoW,psi_y_RoW,n_y_RoW,n_m_RoW,n_o_RoW,mu_o_RoW,mu_m_RoW,mu_y_RoW,s_o_RoW,s_m_RoW,s_y_RoW,h_m_RoW,h_y_RoW,a_RoW,a_o_RoW,a_m_RoW,a_y_RoW,z_o_RoW,z_m_RoW,z_y_RoW,c_o_RoW,c_m_RoW,c_y_RoW,y_RoW,k_RoW,w_RoW,inv_RoW,b_RoW,gov_RoW,e_RoW,t_RoW,tilde_R_RoW,g_RoW,q_RoW,tilde_s_m_RoW,tilde_s_y_RoW,tilde_s_o_RoW,Omega_m_RoW,Omega_y_RoW,eta_o_RoW,eta_m_RoW,eta_y_RoW,walras_RoW,gamma_RoW,phi_RoW,alpha,delta,beta,sigma,b_y,g_y,repl,x,omega,nu,w_indiv_RoW,t_indiv_RoW,e_indiv_RoW,c_y_indiv_RoW,c_m_indiv_RoW,c_o_indiv_RoW,a_y_indiv_RoW,a_m_indiv_RoW,a_o_indiv_RoW
75,-0.00171023632511525,0.586228601669269,0.0978302772753677,-0.0136580403476187,-0.00526750151108102,0.00646391324552509,0.0234479698883317,0.0131191029753839,0.0116943139886359,5.90851516399163,11.082243292984,1.11460595950093,4.04247699194662,0.402511933260916,4.43662536582255,2.26154395690587,2.26184616228791,-0.0867647533712393,8.19035292667176,17.3232519197659,1.4472780634947,0.192047148801882,0.227265525810024,0.0169249241040886,1.09320951095539,3.78069965924931,0.732450372340111,0.383669534500551,0.655925706573234,0.273302377738847,0.171753343027632,0.441870319077445,0.995578553274609,1.00328121249326,0.992322532184662,0.593803466436208,0.0580919577685287,0.348104575795263,1.05486237513184,1.05170322318136,0.50974417951257,0.509812295559595,-0.0195564750721645,-2.25440793494993e-15,0.963315492375631,0.0183849621863141,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.23348955292567,0.74413563418447,0.493395821170268,0.291347111617878,0.382728526618392,0.551693836150071,-1.49357599062093,3.80908211240781,6.49673722828624
76,-0.00180277879488162,0.593047265774472,0.0971601207416248,-0.0122469165497592,-0.00543394454492652,0.00613425912728327,0.0232624151044509,0.0130295611175674,0.0116178988491434,5.99810452786252,11.1240851357462,1.11118974375771,4.01388208065793,0.397005003575133,4.42801411551744,2.28039558935419,2.23321633328899,-0.0855978071257431,8.29829909370007,17.3090234270019,1.43931880044298,0.193038478180869,0.225528978633212,0.016721860235879,1.08999077883948,3.77401964821375,0.730293821822454,0.382203767079652,0.65399446730369,0.272497694709871,0.173239501697518,0.442604720498019,0.995443642184694,1.00318820731114,0.992280047681973,0.591643373456809,0.0574841416010457,0.350872484942145,1.05468746957379,1.05155583087229,0.514992845520256,0.50433812427629,-0.0193309697965456,2.46357608898769e-16,0.963488779311366,0.0183679362132423,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.23434801197138,0.748093767892645,0.493739204788553,0.290895189005915,0.381190745559287,0.550167044910058,-1.48906819762245,3.77459874221345,6.49921463556825
77,-0.00186182828368679,0.599844806435697,0.0966618120468057,-0.0106681560517126,-0.00556797585167512,0.00583025917794688,0.0230673793301289,0.0129358551568884,0.0115380591334522,6.08870682615931,11.1664789777854,1.10971661101976,3.9861683824699,0.392323819694928,4.41881248261317,2.29879742364118,2.20450658397326,-0.08449152500127,8.40673516425413,17.2960866736857,1.43409558538115,0.193921348963843,0.223739671996783,0.0165466796677287,1.08666437138778,3.7668138597805,0.728065128829815,0.380790577912483,0.65199862283267,0.271666092846946,0.1746904345102,0.443258186290224,0.995315150380219,1.00312886257489,0.992210659581044,0.589446565728393,0.056976973148073,0.353576461123534,1.05449617543113,1.0513939159721,0.520229684487929,0.498891182336297,-0.0191208668242256,-6.30192217772597e-16,0.963675103184854,0.0183955048182501,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.2351673097461,0.751990446737916,0.494066923898439,0.290409945518286,0.379575834359647,0.548456614865236,-1.48290652052877,3.7399600101989,6.50155673920276
78,-0.00189346842121064,0.606610918916629,0.0963350987217981,-0.00902844394639091,-0.00566763759063893,0.00554820446602533,0.0228661557224619,0.0128394515864857,0.0114560090206902,6.17970852405113,11.2085941079513,1.110128723979,3.95912935808872,0.388430392795534,4.40902032835743,2.31675966337456,2.17572055408845,-0.0834598891055802,8.51507133637619,17.283416406112,1.43149848725249,0.19470694716714,0.221909588199455,0.0163992595835429,1.08323754848088,3.75907779926891,0.725769157482187,0.37941236641052,0.649942529088526,0.270809387120219,0.176103798216647,0.44383195526623,0.995193313743698,1.00309706423668,0.992120652352822,0.587217674337532,0.0565696726284909,0.356212653033976,1.05429273064187,1.05122117923048,0.525459056850767,0.493470293183932,-0.0189293500346991,-2.42007455927087e-16,0.963870757680162,0.01845965665754,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.23594569645909,0.755821860721303,0.494378278583635,0.289894899891705,0.377900049500045,0.546603118976149,-1.47534686392274,3.705134653079,6.50386684370132
79,-0.00190335281089979,0.613334797978771,0.0961704725329303,-0.00743207427588111,-0.0057329802556404,0.00528780916268556,0.0226581027791946,0.0127398361841731,0.0113712461118898,6.27157409785597,11.2519032020118,1.11249783663976,3.93270325976152,0.385264974911151,4.39865717939973,2.33430091383053,2.14686937203052,-0.0825131064613176,8.62379596833535,17.2724390365579,1.43152796186032,0.195398855398636,0.220048043830024,0.016278256770731,1.07972182186079,3.75082408628326,0.723413620646729,0.378066210396202,0.647833093116474,0.269930455465197,0.177477898749781,0.444328779570695,0.995078684237989,1.00308713042505,0.992016200842231,0.584964560946146,0.0562563182412089,0.358779120812645,1.05407867907587,1.05103921284488,0.53068489282656,0.48807381081776,-0.0187587036443198,-1.20393101305601e-16,0.964075230851948,0.0185510501352849,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.23667939725554,0.759582390516136,0.494671758902215,0.289358729466352,0.376173290693216,0.544621590453903,-1.46673492046757,3.67008450658632,6.506233998632
80,-0.00189660825430605,0.62000658069064,0.0961516340924145,-0.00596066194365052,-0.00576590549341394,0.0050492542939311,0.0224420789598745,0.0126362527705295,0.0112830618007975,6.36497448951937,11.2982000403086,1.11684632875962,3.90685989762893,0.382745545974646,4.38776253448226,2.35144866244992,2.11797108242909,-0.0816572103967533,8.73361150586364,17.2649397658915,1.43411588246919,0.196000399020378,0.218164142952072,0.0161812181316723,1.07613232566231,3.74208313908487,0.72100865819375,0.376753484142613,0.645679395397388,0.269033081415578,0.178812045126021,0.444753260766587,0.994971766065275,1.00309390870442,0.991902909021112,0.582696858241834,0.0560272551004683,0.361275886657698,1.05385506084675,1.05084917172047,0.535910647846256,0.482699568580689,-0.0186102164269448,3.82373690742687e-18,0.964288482065799,0.0186608548308561,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.23736493168891,0.763266962016129,0.494945972675565,0.288809760582704,0.374404186098303,0.542522781782236,-1.45745513054897,3.63477347178364,6.50873404312719
81,-0.00187798541328658,0.626616677265203,0.0962590472866302,-0.00465899569592132,-0.00576967318151711,0.00483014734024123,0.0222201441747038,0.0125295930848636,0.011192186539044,6.45969422594456,11.3473491979335,1.12295818395219,3.88148289124455,0.380770989501902,4.37638445425309,2.36823142252491,2.08904708761518,-0.0808940558870047,8.84434201765414,17.2606941492945,1.43894000249368,0.196522554763272,0.216269474054534,0.016104884926588,1.07248662583216,3.73289247875379,0.718566039307547,0.375468055629727,0.643491975499296,0.26812165645804,0.180106185578605,0.445111537754291,0.994872881032944,1.00311262465965,0.991785824020012,0.580424917334143,0.0558711495640057,0.363703933101851,1.05362484817105,1.05065365957325,0.541138797854791,0.477345422791864,-0.0184842206466552,-1.36079279982923e-15,0.9645079946751,0.0187823567690905,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.23799998561033,0.766871863114805,0.495199994244133,0.288250466515609,0.372605426810149,0.540336622392913,-1.44786811293963,3.5991685146979,6.51142648452394
82,-0.00185212231294433,0.63315432344789,0.0964726499428693,-0.0035419062145301,-0.00574819054267395,0.00462508355385527,0.0219981738313497,0.0124227254007931,0.0111010793972578,6.55431987664896,11.3967963905863,1.13035973960522,3.85634698190733,0.379229628822923,4.36456685802178,2.38466981892991,2.06011884040944,-0.0802218013175732,8.95461460624825,17.2569531404485,1.44541321396071,0.196985168701341,0.214378390119148,0.0160456468501433,1.06880322167135,3.72328492501898,0.716098158519801,0.374193210582878,0.641281933002807,0.267200805417836,0.181360258031954,0.445410695946037,0.994782282452315,1.00313861707549,0.991669810651356,0.578159346139012,0.0557765642112671,0.366064089649721,1.05339339932353,1.05045710068928,0.546370326427019,0.472009917003124,-0.0183802434301429,-1.86247669580865e-15,0.964728283952048,0.0189108689395368,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.2385826905713,0.770394353945016,0.49543307622852,0.287677218506442,0.370794646062166,0.538116614743152,-1.43827075855218,3.56323711476267,6.51435059148182
83,-0.00182388561237413,0.639605745973463,0.0967734450687104,-0.00260532765555421,-0.00570547001142618,0.00442573164078852,0.0217858558640969,0.0123205091806984,0.0110139444806824,6.64609277930196,11.4414485781793,1.1383219272702,3.83111404113748,0.378004551532318,4.3523384250585,2.40076820727788,2.03120586065628,-0.0796356428756664,9.06170445351385,17.2483169742813,1.45269069054013,0.197416987107418,0.212508047633717,0.0159998546132746,1.06510062260644,3.71327805149463,0.713617417146313,0.372900577600419,0.639060373563863,0.266275155651609,0.18257352017341,0.445657863820789,0.994700340720873,1.00316699495956,0.991560074961366,0.57591107124464,0.0557328984175553,0.368356030337804,1.05316853043086,1.05026582179828,0.551604211992227,0.466692996335409,-0.0182972083276353,-6.22596030797032e-16,0.964940887150016,0.0190431871256731,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.23911043349812,0.773831041062725,0.495644173399248,0.287080971339449,0.368994551840186,0.535940695544946,-1.42888034063884,3.52694358916647,6.51752111965219
84,-0.00179878299132804,0.645951921556639,0.0971442199278178,-0.00183557041682691,-0.00564531098625798,0.00422068769834016,0.0215969872145859,0.0122299606322716,0.0109368782507762,6.73068356876594,11.4734097484187,1.14583478349622,3.80532081930618,0.376974335844406,4.33970263291029,2.41650629576515,2.00232491208587,-0.0791285749407344,9.16130251770829,17.2264577989067,1.45964449857017,0.197856533343794,0.210678900714111,0.0159639541702823,1.06139709516884,3.70286437580899,0.71113605376312,0.371548433148438,0.636838257101302,0.265349273792209,0.183743880166597,0.445859472144965,0.994627751522536,1.00319222309372,0.991462781136034,0.573691821237341,0.0557308444530706,0.370577334309588,1.05296079028401,1.05008829091414,0.55683683887451,0.461396800993038,-0.0182336398675478,1.06151665176743e-15,0.965134109509536,0.0191770545408395,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.23957851138498,0.777175925540185,0.495831404553991,0.286447376259031,0.367233578926955,0.533914287317154,-1.41983448693957,3.49024482825508,6.52092308955505
85,-0.0017826368476399,0.652167302262487,0.0975695890167123,-0.00121681263043705,-0.00557115601443647,0.00399728653365905,0.0214474325980644,0.0121592210407931,0.0108769743971815,6.8027369415474,11.4832030486733,1.15172626981924,3.77845573239565,0.376020202654218,4.32663407029171,2.43183535400756,1.97349086709716,-0.0786921508130081,9.24805180981449,17.1814173387021,1.46498896917022,0.198346967854075,0.208912651214904,0.0159346475097673,1.05771008287269,3.6920080205681,0.708665755524701,0.37008829557577,0.634626049723613,0.264427520718172,0.184867453594541,0.446020794845808,0.994565769380208,1.00320844996812,0.991384960335822,0.571514497399045,0.0557624346283177,0.372723067972637,1.05278200340842,1.04993397142906,0.562061712291651,0.456126132932732,-0.0181878452243832,-2.23439453581379e-16,0.965294715698737,0.0193106376717814,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.23997861602782,0.780419039019381,0.495991446411126,0.285759537150397,0.365542172885661,0.532156404842205,-1.41120364161873,3.45308977476249,6.52450991894628
86,-0.00178050503002712,0.658220901830133,0.0980355413184414,-0.00073669200477311,-0.00548608219665758,0.00374527454561879,0.0213507193556665,0.0121152922539562,0.0108403495714615,6.85733622697628,11.4626429119658,1.15495052941615,3.75011965099507,0.375040233193116,4.31308613628179,2.44668359213519,1.94471978794002,-0.0783172437934209,9.31700588265439,17.1046385347599,1.4675826275231,0.198924777835133,0.207227694746,0.0159091087072565,1.05405521277598,3.6806530086162,0.706216992559907,0.368479828293596,0.632433127665588,0.263513803193995,0.185938714292219,0.446145481672896,0.994516313354115,1.00321059244482,0.991333545363073,0.569392928863636,0.0558207440040394,0.374786327132324,1.05264209453127,1.0498108005528,0.567269819063808,0.450888233272457,-0.0181580523362645,-9.56041906044506e-17,0.965411552641331,0.0194420390672048,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.24029814344435,0.783545876769649,0.496119257377738,0.285003523172411,0.363944974096488,0.530768503102035,-1.40301325592782,3.41542665768819,6.52820931557449
87,-0.00179525372338859,0.664080290627976,0.0985287865283555,-0.00038873523041727,-0.00539289173631174,0.00346095920067802,0.0213128295626223,0.0121013321845776,0.0108297785626435,6.8919194183235,11.4083461259833,1.15495095663215,3.72020752338559,0.373965814378743,4.29901092042705,2.46097201374889,1.91603367489247,-0.0779947682143059,9.36554629279279,16.9926581124281,1.46680719996619,0.19960629189853,0.205633800516323,0.0158851971695992,1.05044522014489,3.66874378834012,0.703798297497073,0.366708625524212,0.630267132086931,0.262611305036221,0.186951431178133,0.446235285147444,0.994481801373968,1.00319577000799,0.991313790493797,0.567340775081749,0.0558993981168614,0.376759826801389,1.05254536907612,1.0497222317442,0.572450747230115,0.44569174406799,-0.018142491298105,-6.32885160577775e-17,0.965479789155045,0.0195689983949448,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.24052126765551,0.786538364148329,0.496208507062205,0.284174744357536,0.362452003360226,0.529797175015035,-1.39527026840705,3.37721834750267,6.53193848888301
88,-0.00182692284436472,0.669716922975003,0.0990362117541987,-0.00017148810318135,-0.00529424269432888,0.00314869820683983,0.0213299754696436,0.012115469329543,0.0108436497390179,6.90727316941848,11.3232784829957,1.15183153514892,3.68896986883199,0.372766997851371,4.28438295757435,2.47463434827621,1.88746481943993,-0.0777162101417929,9.39438950594603,16.8487173721875,1.46274380433045,0.200382097713508,0.204130118563742,0.0158614814719493,1.04688979384229,3.65624908126898,0.701416161874335,0.364793647632518,0.628133876305375,0.261722448460573,0.187900109462167,0.446290244230488,0.99446467529036,1.00316394254141,0.991328169921046,0.565370022738137,0.0559921052913703,0.378637871970493,1.05248903198886,1.04966606635453,0.577594106964997,0.440545310288635,-0.0181394172536325,4.4717507778397e-16,0.96550264794331,0.0196888607909606,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.24063203506496,0.789377268481737,0.496252814025982,0.283280676613422,0.361055787102262,0.529218317942385,-1.38798514071538,3.33845931607547,6.53562290374657
89,-0.00187340756999511,0.675110330893868,0.0995445610882391,-8.64476420407989e-05,-0.00519275764916027,0.00281868879123315,0.0213908030091939,0.0121519077344642,0.0108769206441593,6.90693047890876,11.215254348123,1.14621536234815,3.65690789390838,0.371441740733605,4.26921554563311,2.48763190002051,1.85905748055709,-0.077473834944481,9.40700445652082,16.6811615478338,1.45602028523596,0.201223379235548,0.202707936031999,0.0158370170986863,1.04339662677439,3.64317756956848,0.699075739938842,0.36277913771456,0.626037976064634,0.260849156693598,0.188781301643995,0.446309629152125,0.994466816939935,1.00311722539215,0.991376473025037,0.563489839358627,0.0560923487366369,0.380417811904736,1.05246495240378,1.04963587775098,0.582690630967333,0.435456458144559,-0.0181470891118926,-6.22604653254718e-16,0.965489484253672,0.0197986809038569,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.24061818174848,0.792045566713539,0.496247272699391,0.282338277062416,0.359736630322783,0.52895362135656,-1.38118364963168,3.29918545234657,6.53920984289627
90,-0.00193173784147395,0.680249985617726,0.100040352744659,-0.000135844299603005,-0.00509108778235223,0.0024832123823586,0.0214806462658443,0.0122031125310169,0.0109230224837674,6.89571904463201,11.0939953705748,1.13894761234145,3.62460172431662,0.369998643438001,4.25356474848392,2.49995917384229,1.83086617351478,-0.0772605988731523,9.40817764129683,16.5003302585813,1.44749669586027,0.202093735918558,0.20135538694368,0.0158110389539758,1.03997277726337,3.6295810821259,0.696781760766456,0.36071942113131,0.62398366635802,0.259993194315842,0.18959431309603,0.446293363997819,0.994489136243606,1.00305860346932,0.99145666345309,0.56170613211318,0.0561932795954408,0.382100588291379,1.05246284852724,1.04962356009308,0.587732718711603,0.430431010640511,-0.0181637293521134,1.82587701322091e-15,0.965452228177304,0.0198953896564675,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.24047383663965,0.794531764000565,0.496189534655861,0.281368858835187,0.358471049953053,0.528901922978581,-1.37490816391896,3.25947335954288,6.54267292552791
91,-0.00199914494627463,0.685135011758651,0.100510082506111,-0.000319965680464329,-0.00499192945106819,0.00215344436419063,0.0215853545951654,0.0122617905799254,0.0109755902713909,6.8783928591263,10.9685471504043,1.13082847515221,3.59256960019267,0.368443240325334,4.23752289865775,2.51164129353006,1.80295150914596,-0.0770699040182591,9.40265251977914,16.3158336566987,1.43798454059337,0.202959588774316,0.200061335434838,0.015782729134088,1.03662552169855,3.61554758563862,0.694539099538029,0.358665487930672,0.621975313019131,0.259156380424638,0.190341221651532,0.446243161058964,0.994531447779808,1.00299085932899,0.991565813914949,0.560021699279357,0.0562878271997807,0.383690473520862,1.05247303942863,1.04962151377601,0.592714506469245,0.425472983217871,-0.0181874896871168,-1.15277557601127e-15,0.965402249173355,0.019976061069392,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.24020033586515,0.796831911394139,0.496080134346059,0.280393291396217,0.357238542171276,0.528966974113004,-1.36921085521239,3.21943151750373,6.54600900168946
92,-0.00207354323341975,0.689772750344067,0.100940616138264,-0.000635476943762314,-0.00489798349877779,0.00183794874690735,0.0216932582709411,0.0123219147104909,0.011029359679062,6.8589107227906,10.8460370016049,1.12248168581998,3.56120460092958,0.366772464646835,4.2212072022754,2.52272728878678,1.77537527389071,-0.0768953604020869,9.39440686407163,16.1352441175714,1.42810992812321,0.203795294404459,0.198817101849344,0.0157511380584717,1.03336240907268,3.60118975683179,0.692352814078695,0.356658272492233,0.620017445443607,0.25834060226817,0.191026441910206,0.446162953375632,0.994592589708544,1.00291608905041,0.991700702149719,0.558436664804929,0.056368941019607,0.385194394175464,1.05248777408838,1.04962368664479,0.597631712422676,0.420584725841865,-0.0182164382645413,1.45765197494778e-16,0.965348790302314,0.0200381446611739,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.23980543849237,0.798949964238977,0.49592217539695,0.279429376773158,0.3560244417669,0.529071288383356,-1.36414413702291,3.17918823347832,6.54923157484381
